Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
0,"V Amenta, S Gagliano, GM Tina","Web interactive non intrusive load disaggregation system for energy consumption awareness",2013,"AEIT Annual ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6666817","http://scholar.google.com/scholar?q=related:N3B1Y_IGWsUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",273,2015-03-25,""
0,"SS Kuruppu, NA Kulatunga","Smart meter based non-intrusive appliance detection algorithm for local real time feedback purposes",2012,"Innovative Smart Grid ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6303108","http://scholar.google.com/scholar?q=related:QdLAJedOSo4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",275,2015-03-25,""
0,"J Ranjan, K Whitehouse","Generating home energy footprint by assigning fixture usage to individuals in homes: poster abstract",2014,"Proceedings of the 1st ACM Conference on ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2675047","http://scholar.google.com/scholar?q=related:y4UvQcLuko8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",280,2015-03-25,""
0,"L LIU, J DING, J ZHONG, X FU, Y LV","An Unsupervised Model for Classification and Recognition of Household Appliances?",2014,"Journal of Computational ","jofcis.com","","http://scholar.google.com/scholar?q=related:tt_LWnD7FNUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",282,2015-03-25,"PDF"
0,"LJ Ratliff, R Dong, H Ohlsson, SS Sastry","Energy efficiency via incentive design and utility learning",2014,"Proceedings of the 3rd ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2576849","http://scholar.google.com/scholar?q=related:h5LpUA6VNMUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",286,2015-03-25,""
0,"M Figueiredo, B Ribeiro","Exploring the performance of non-negative multi-way factorization for household electrical seasonal consumption disaggregation",2014,"Neural Networks (IJCNN) ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6889809","http://scholar.google.com/scholar?q=related:JDNV8zagoSAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",287,2015-03-25,""
0,"S Chen","Student research abstract: demand behavior analysis and coordination scheduling for energy saving in smart building",2014,"Proceedings of the 29th Annual ACM Symposium on ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2555193","http://scholar.google.com/scholar?q=related:bDp2_UfRs7MJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",288,2015-03-25,""
0,"S Tomek, A Andrushevich, P Walther, A Klapproth","iHomeLab experience with NIALM for Smart Buildings",0,"en.ihomelab.ch","","","http://scholar.google.com/scholar?q=related:UtJ9XCC-oDgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",290,2015-03-25,"PDF"
0,"HY Chen, CL Lai, LC Kuo","Method for identifying electric appliance and apparatus and system thereof",2013,"US Patent App. 14/082,205","Google Patents","http://www.google.com/patents/US20150039253","",291,2015-03-25,""
0,"CM Chu","?????????????????????????",2012,"??????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0030-1510201315210380","",294,2015-03-25,""
0,"E Dominik, E Wilfried","Autonomous Load Disaggregation Approach based on Active Power Measurements",2014,"arXiv preprint arXiv:1412.2877","arxiv.org","http://arxiv.org/abs/1412.2877","http://scholar.google.com/scholar?q=related:6Y2c7wQGYf4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",298,2015-03-25,""
0,"RS Butner, DJ Reid, M Hoffman, GP Sullivan","Non-Intrusive Load Monitoring Assessment: Literature Review and Laboratory Protocol",2013,"","pnnl.gov","","http://scholar.google.com/scholar?q=related:xNJy-LuBVCEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",302,2015-03-25,"BOOK"
0,"CL Lai, HY Chen, LC Kuo","Monitor apparatus and method for identifying electronic apparatus thereof",2013,"US Patent App. 13/775,265","Google Patents","http://www.google.com/patents/US20140172328","http://scholar.google.com/scholar?cluster=16993013125575993608&hl=en&num=20&as_sdt=0,5&as_ylo=1985",307,2015-03-25,""
0,"K Billewicz","Trendy i perspektywiczne kierunki rozwoju inteligentnych systemów pomiarowych",2013,"Wiadomosci Elektrotechniczne","yadda.icm.edu.pl","","http://scholar.google.com/scholar?q=related:XZamOKLGvaIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",309,2015-03-25,"CITATION"
0,"???, ???","?????????????????????",2013,"","ir.nctu.edu.tw","http://ir.nctu.edu.tw/handle/11536/73405","http://scholar.google.com/scholar?cluster=12488218693394818594&hl=en&num=20&as_sdt=0,5&as_ylo=1985",310,2015-03-25,""
0,"HÂ Cao, TK Wijaya, K Aberer","Estimating Human Interactions with Electrical Appliances for Activity-based Energy Savings Recommendations",2000,"1st ACM International ","infoscience.epfl.ch","http://infoscience.epfl.ch/record/203130","http://scholar.google.com/scholar?q=related:Zpzby7oDBzIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",311,2015-03-25,""
0,"T Babaei, H Abdi, CP Lim, S Nahavandi","A study and a directory of energy consumption data sets of buildings",2015,"Energy and Buildings","Elsevier","http://www.sciencedirect.com/science/article/pii/S0378778815001486","",312,2015-03-25,""
0,"HÂ Cao, TK Wijaya, K Aberer","Estimating human interactions with electrical appliances for activity-based energy savings recommendations: poster abstract",2014,"Proceedings of the 1st ACM Conference ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2675037","http://scholar.google.com/scholar?q=related:7rVUuIgeAHwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",313,2015-03-25,""
0,"K Liszewski, R Lukaszewski, R Kowalik","Different appliance identification methods in non-intrusive appliance load monitoring",2014," Data Acquisition and ","books.google.com","http://books.google.com/books?hl=en&lr=&id=Gpl7AwAAQBAJ&oi=fnd&pg=PA31&dq=%22nonintrusive+appliance%22+OR+%22energy+disaggregation%22+OR+%22nonintrusive+load%22&ots=1QkM6rYteG&sig=GWPwpRQF1QjNR6YHqCzLP5f5Qr8","http://scholar.google.com/scholar?q=related:gTAk5VeTTy4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",316,2015-03-25,""
0,"???","???????????????????",2013,"??????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0030-0705201411530466","http://scholar.google.com/scholar?cluster=9311916168954940454&hl=en&num=20&as_sdt=0,5&as_ylo=1985",318,2015-03-25,""
0,"J Mei, D He, RG Harley","Random forest based adaptive non-intrusive load identification",2014,"Neural Networks (IJCNN), ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6889897","http://scholar.google.com/scholar?q=related:4Judjw3G5-oJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",321,2015-03-25,""
0,"SC Lee","???????????????????",2010,"????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0001-1808201019465800","",327,2015-03-25,""
0,"PA Kamjom, AR Ndjiongue, R Heymann","Framework to establish a simplex communication system over a power line using load signatures",2013," and Its Applications ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6525846","http://scholar.google.com/scholar?q=related:U6Hc2ab6Mp4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",328,2015-03-25,""
0,"T Thiruvaran, T Phung","School of Electrical Engineering and Telecommunications, The University of New South Wales, Sydney, NSW, 2052, Australia",2013,"Industrial and Information ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6732067","http://scholar.google.com/scholar?q=related:wiekq_UrcjcJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",329,2015-03-25,""
0,"YH Lin","??????????????????????????????",2014,"?????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0006-2807201409341400","",330,2015-03-25,""
0,"???","??????????????????????????",2009,"???????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0017-0707200915420336","",332,2015-03-25,""
0,"P BILSKI, K LISZEWSKI, W WINIECKI","Przeglad i perspektywy zastosowan sztucznej inteligencji w nieinwazyjnej identyfikacji odbiorników energii elektrycznej",2014,"Przeglad Elektrotechniczny","red.pe.org.pl","","http://scholar.google.com/scholar?q=related:bG41aT9icvMJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",335,2015-03-25,"PDF"
0,"MS Thacker, MB Jhala","Domestic Load Identification with Single CT Using Artificial Neural Network",0,"","","","http://scholar.google.com/scholar?q=related:TdZWAiCRKR8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",341,2015-03-25,"CITATION"
0,"???","??????????????????????",2014,"?????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0026-2407201414005300","http://scholar.google.com/scholar?cluster=16344024685741933904&hl=en&num=20&as_sdt=0,5&as_ylo=1985",344,2015-03-25,""
0,"YI Yang, L DU, D HE","SYSTEM AND METHOD FOR INSTANTANEOUS POWER DECOMPOSITION AND ESTIMATION",2014,"US Patent 20,140,371,932","freepatentsonline.com","http://www.freepatentsonline.com/y2014/0371932.html","",345,2015-03-25,""
0,"KD Salunkhe, PC Bhaskar, VV Patil, AP Patil","FPGA Based Design and Implementation of Spectral Envelope Preprocessor",2011,"","ijoes.vidyapublications.com","","http://scholar.google.com/scholar?q=related:zdxNfEKzrWkJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",347,2015-03-25,"PDF"
0,"D He, J Mei, L Du, RG Harley, TG Habetler","Smart Meter Data Analyzer Based on Hidden Markov Model",0,"jiemei.info","","","http://scholar.google.com/scholar?q=related:3LLcpZkWf3MJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",350,2015-03-25,"PDF"
0,"P Jan-Feb, CC Liu, P Mar-Apr, C Laughman","Barnes, Howard C.",0,"ieeexplore.ieee.org","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1243972","",351,2015-03-25,""
0,"J Froehlich, E Larson, S Gupta, G Cohn, MS Reynolds","End-Use Energy Sensing for the Smart Grid",0,"ieeexplore.ieee.org","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5590234","http://scholar.google.com/scholar?q=related:b_Ip94dvLbEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",352,2015-03-25,""
0,"B Ge, WT Zhu","Preserving User Privacy in the Smart Grid by Hiding Appliance Load Characteristics",2013,"Cyberspace Safety and Security","Springer","http://link.springer.com/chapter/10.1007/978-3-319-03584-0_6","http://scholar.google.com/scholar?q=related:eYYxyhpuqOMJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",355,2015-03-25,""
0,"A Ridi, C Gisler, J Hennebert","ACS-F2—A new database of appliance consumption signatures",2014,"Soft Computing and Pattern ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7007996","http://scholar.google.com/scholar?q=related:R_bYlEZI4nAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",359,2015-03-25,""
0,"M Sanquer, F Chatelain","Hierarchical Bayesian learning for electrical transient classification",2013," on Acoustics, Speech ","hal.archives-ouvertes.fr","http://scholar.google.comhttps://hal.archives-ouvertes.fr/hal-00845137/","http://scholar.google.com/scholar?q=related:O6nuZ_Yu5xkJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",374,2015-03-25,""
0,"Q Shen, X Wang","An analysis of the optimization disaggregation algorithm in the estimation related to energy consumption of appliances in buildings",2014,"Applied Mathematics and Computation","Elsevier","http://www.sciencedirect.com/science/article/pii/S009630031400294X","http://scholar.google.com/scholar?q=related:_LUyWwHtMekJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",375,2015-03-25,""
0,"KS Barsim, R Streubel, B Yang","Unsupervised Non-Intrusive Load Monitoring of Residential Appliances",0,"iss.uni-stuttgart.de","","","http://scholar.google.com/scholar?q=related:zE7w_2H8fmwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",376,2015-03-25,"PDF"
0,"D Benitez, R Huang","Non-intrusive load monitoring system and method",2012,"US Patent 8,340,831","Google Patents","http://www.google.com/patents/US8340831","http://scholar.google.com/scholar?q=related:gQm7In1PcmIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",378,2015-03-25,""
0,"SL Tsao, MC Lin, YC Chen","System and method of appropriate services detection for a smart building",2012,"US Patent App. 13/533,630","Google Patents","http://www.google.com/patents/US20130297259","http://scholar.google.com/scholar?cluster=14760084404787472022&hl=en&num=20&as_sdt=0,5&as_ylo=1985",381,2015-03-25,""
0,"W Wichakool, Z Remscrim, UA Orji, SB Leeb","Smart Metering of Variable Power Loads",0,"ieeexplore.ieee.org","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6894604","http://scholar.google.com/scholar?q=related:I7FmnNbipBQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",382,2015-03-25,""
0,"HS KOLAHI, KR MILANI","A NOVEL POWER TARIFF MODEL FOR THE FUTURE SMART HOMES",0,"cired.net","","","http://scholar.google.com/scholar?q=related:6mc9PNbUilYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",383,2015-03-25,"PDF"
0,"N Iksan, SH Supangkat","Adaptive non-intrusive Load Monitoring model using Bayesian learning",2014,"ICT For Smart Society (ICISS), 2014 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7013179","http://scholar.google.com/scholar?q=related:54QW8s5XoBEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",385,2015-03-25,""
0,"HS Kolahi, KR Milani, A Nasiri","A Novel Power Tariff Model for the Future Smart Homes in Iran",0,"cirediran.com","","","http://scholar.google.com/scholar?q=related:xAzomBXRNg0J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",386,2015-03-25,"PDF"
0,"D Egarter, W Elmenreich","EvoNILM: evolutionary appliance detection for miscellaneous household appliances",2013,"Proceedings of the 15th annual conference ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2482733","http://scholar.google.com/scholar?q=related:mpe8H_IWx1YJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",387,2015-03-25,""
0,"K Hopf, M Sodenkamp, I Kozlovkiy, T Staake","Feature extraction and filtering for household classification based on smart electricity meter data",2014," Science-Research and ","Springer","http://link.springer.com/article/10.1007/s00450-014-0294-4","http://scholar.google.com/scholar?q=related:tQO3i69q7B4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",388,2015-03-25,""
0,"S Tsao, YS Lai","Method and system for detecting an applicance based on users' feedback information",2012,"US Patent App. 13/560,490","Google Patents","http://www.google.com/patents/US20130132423","http://scholar.google.com/scholar?q=related:M1nTjb7vVp4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",390,2015-03-25,""
0,"C Gebbe, F Klemm, S Zhai","Estimating Machine Power Consumptions through Aggregated Measurements and Machine Data Acquisition",2014,"Applied Mechanics and ","Trans Tech Publ","http://www.scientific.net/AMM.655.61","http://scholar.google.com/scholar?q=related:9WYJhuRZPb4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",391,2015-03-25,""
0,"Y Zhu, S Lu","Load profile disaggregation by Blind source separation: A wavelets-assisted independent component analysis approach",2014,"PES General Meeting| Conference & Exposition, ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6938947","http://scholar.google.com/scholar?q=related:CezG-Zt_okcJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",392,2015-03-25,""
0,"PK Parikh, RW Cox","Using voltage distortion measurements for demand-side management",2010,"Control and Modeling for ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5562438","http://scholar.google.com/scholar?q=related:v2T1qmFMEUQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",393,2015-03-25,""
0,"C ELBE, E SCHMAUTZER","AUTOMATED ELECTRICAL ENERGY ANALYSIS FOR DOMESTIC CONSUMERS BASED ON SMART METERS",0,"ifea.tugraz.at","","","http://scholar.google.com/scholar?q=related:a3YqrDbXuiIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",397,2015-03-25,"PDF"
0,"M Sodenkamp, K Hopf, T Staake","Using Supervised Machine Learning to Explore Energy Consumption Data in Private Sector Housing",2014,"Handbook of Research on ","books.google.com","http://books.google.com/books?hl=en&lr=&id=iqGXBgAAQBAJ&oi=fnd&pg=PA320&dq=%22nonintrusive+appliance%22+OR+%22energy+disaggregation%22+OR+%22nonintrusive+load%22&ots=cJEg8rbDZw&sig=7ZwVgsL6Pto53oUDTZMhjuKcbWQ","",399,2015-03-25,""
0,"MTI Aumi, S Gupta, C Pickett, M Reynolds","A self-calibrating approach to whole-home contactless power consumption sensing",2014,"Proceedings of the 2014 ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2636087","http://scholar.google.com/scholar?q=related:04BDXkkEw4oJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",403,2015-03-25,""
0,"M Rodriguez, I González, E Zalama","Identification of Electrical Devices Applying Big Data and Machine Learning Techniques to Power Consumption Data",2014,"International Technology Robotics ","Springer","http://link.springer.com/chapter/10.1007/978-3-319-02332-8_4","http://scholar.google.com/scholar?q=related:79Y1qaMXBUEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",404,2015-03-25,""
0,"B Mumey","Computational Challenges in Smart Grid",0,"cps-vo.org","","","http://scholar.google.com/scholar?q=related:fwONixYwQ2wJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",405,2015-03-25,"PDF"
0,"M Singh, S Kumar, S Semwal, RS Prasad","Residential Load Signature Analysis for Their Segregation Using Wavelet—SVM",2015,"Power Electronics and ","Springer","http://link.springer.com/chapter/10.1007/978-81-322-2119-7_84","http://scholar.google.com/scholar?q=related:TR8HkeE73PsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",407,2015-03-25,""
0,"???","????????????????????",2011,"?????????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0001-0508201119350600","http://scholar.google.com/scholar?cluster=4463138765975302562&hl=en&num=20&as_sdt=0,5&as_ylo=1985",410,2015-03-25,""
0,"F Paganelli, F Paradiso, S Turchi, A Luchetta","Appliance Recognition in an OSGi-Based Home Energy Management Gateway",2015,"International Journal of ","hindawi.com","","",415,2015-03-25,"HTML"
0,"CW You, HL Kao, BJ Ho, NC Chen","ThermalProbe: Exploring the Use of Thermal Identification for Per-User Energy Metering",2014,"Internet of Things ( ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7059721","",416,2015-03-25,""
0,"GY Lin","???????????????????????????",2010,"????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0001-1908201011045500","",421,2015-03-25,""
0,"K Srinivasarengan, YG Goutam","Home Energy Simulation for Non-Intrusive Load Monitoring Applications",2014," of International Workshop ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2559630","http://scholar.google.com/scholar?q=related:VR6NpmJEyM8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",429,2015-03-25,""
0,"Y Cheng, B Qi, XQ Lv","The research of household appliance on-line load monitoring",2014,"Electricity Distribution (CICED), 2014 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6991692","http://scholar.google.com/scholar?q=related:3Nv21JBLiRcJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",430,2015-03-25,""
0,"K Basu, V Debusschere, A Douzal-Chouakria","Time series distance-based methods for non-intrusive loadmonitoring in residential buildings",2015,"Energy and ","Elsevier","http://www.sciencedirect.com/science/article/pii/S0378778815002133","",433,2015-03-25,""
0,"LL Lu-Lulu, SW Park, BH Wang","Electric Load Signature Analysis for Home Energy Monitoring System",2012,"International Journal of Fuzzy ","koreascience.or.kr","http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=E1FLA5_2012_v12n3_193","http://scholar.google.com/scholar?q=related:dki5swyBJ7oJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",436,2015-03-25,""
0,"Q ZHOU, Y CHEN, Z YOU","Infrastructure-Mediated Sensing Based Home Appliances Monitoring System Using the EMI Characteristics",2014,"Chinese Journal of Electronics","ejournal.org.cn","","http://scholar.google.com/scholar?q=related:y7qcgQMotasJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",437,2015-03-25,"PDF"
0,"Y Xu, Y Gao, P Dai, J Zou, Y Gao","Classified Measurement of Household Load for Smart Meter",2013,"","atlantis-press.com","","http://scholar.google.com/scholar?q=related:Jr0h8SSOSmEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",439,2015-03-25,"PDF"
0,"G Elafoudi, L Stankovic","Power disaggregation of domestic smart meter readings using dynamic time warping",2014," , Control and Signal ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6877810","http://scholar.google.com/scholar?q=related:NghVEH-LdvMJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",443,2015-03-25,""
0,"A SUZDALENKO","RESEARCH AND DEVELOPMENT OF CONTROL MEANS FOR INTELLIGENT HOUSEHOLD ELECTRICAL GRIDS",0,"ortus.rtu.lv","","","http://scholar.google.com/scholar?q=related:E7nm1kxQJlgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",446,2015-03-25,"PDF"
0,"W Badenhorst, GJ Delport","NON-INTRUSIVE COMMERCIAL APPLIANCE LOAD MONITORING",0,"active.cput.ac.za","","","http://scholar.google.com/scholar?q=related:_6G6D-6ARawJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",449,2015-03-25,"PDF"
0,"???","???????????????",2014,"????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0006-0708201415144100","",450,2015-03-25,""
0,"G Elafoudi, L Stankovic, V Stankovic","Strathprints Institutional Repository",0,"strathprints.strath.ac.uk","","","http://scholar.google.com/scholar?q=related:cbiSC5oxe_IJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",452,2015-03-25,"PDF"
0,"R Lin","Particle Swarm Optimization and Neural Network Based Non-intrusive Load",2012,"","140.118.33.1","","http://scholar.google.com/scholar?q=related:RS9HFG9kQqkJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",457,2015-03-25,"HTML"
0,"A Kulkarni, C Harnett, K Welch","EMF Signature for Appliance Classification",0,"ieeexplore.ieee.org","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6980072","http://scholar.google.com/scholar?q=related:I87AF3OHVq0J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",458,2015-03-25,""
0,"M Gillman, WM Singleton, RA Wilson, W Cotta","Accounting for Every Kilowatt",2014,"","DTIC Document","http://oai.dtic.mil/oai/oai?verb=getRecord&metadataPrefix=html&identifier=ADA610754","",459,2015-03-25,""
0,"O Bates, M Broadbent","HomeFlow: inferring device usage with network traces",2013,"Proceedings of the 2013 ACM conference on ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2499624","http://scholar.google.com/scholar?q=related:hxEkAr8faW8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",460,2015-03-25,""
0,"A Lay-Ekuakille, P Vergallo, L Li, Q Han, Y Chen, T Liu","Characterizations of Noise in Kinect Depth Images: A Review........... T. Mallick, PP Das, and AK Majumdar 1731",0,"ieeexplore.ieee.org","","","",461,2015-03-25,"CITATION"
0,"FD Silva, O Mohammed","Demand side load control with smart meters",2013,"Power and Energy Society General ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6673014","http://scholar.google.com/scholar?q=related:C41pEN5QvEIJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",462,2015-03-25,""
0,"JR Chang, HC Juang, CH Lo","An Intelligent Algorithm for Non-Intrusive Appliance Load Monitoring System",2014,"Future Information Technology","Springer","http://link.springer.com/chapter/10.1007/978-3-642-55038-6_111","http://scholar.google.com/scholar?q=related:6R4KFK4Tzs4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",463,2015-03-25,""
0,"K Jonsson, R Santa Margarita","Diehl et al.",2013,"","toyinvention.com","","http://scholar.google.com/scholar?q=related:aSOIFLU6Y_AJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",464,2015-03-25,"PDF"
0,"W Wang, Z Luo, Z Wang","Analysis of Disaggregating the Data Recorded by Smart Meter",2013,"Mechanical Engineering and Design","ivypub.org","http://www.ivypub.org/MED/cn/paperinfo/11896.shtml","http://scholar.google.com/scholar?q=related:XMUqGvQZiXsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",465,2015-03-25,""
0,"SN Akshay Uttama Nambi, M Vasirani","Performance analysis of data processing architectures for the Smart Grid",2014," (ISGT-Europe), 2014 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7028855","",466,2015-03-25,""
0,"Y Beck, L Katzir, N Calamaro, G Golan","Non-Intrusive Algorithms for Smart Grids and EV",2012,"VDE-Kongress 2012","vde-verlag.de","http://scholar.google.comhttps://www.vde-verlag.de/proceedings-en/453446050.html","http://scholar.google.com/scholar?q=related:U-sMI_94MdQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",467,2015-03-25,""
0,"C Belley, S Gaboury, B Bouchard","A new system for assistance and guidance in smart homes based on electrical devices identification",2014,"Proceedings of the 7th ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2674399","http://scholar.google.com/scholar?q=related:cTOUI4h_VMAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",468,2015-03-25,""
0,"T Snoddon, R Wigle","CREAP Data V2. 0",0,"","","","http://scholar.google.com/scholar?q=related:pOwlMCmVz_oJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",469,2015-03-25,"CITATION"
0,"GK Venayagamoorthy, R Harley, J Liang, P Faria","Thursday, April 14",0,"ieeexplore.ieee.org","","","",470,2015-03-25,"CITATION"
0,"H Wegerich, UC Zahn, M Blumendorf","Understanding Energy-A Requirements Analysis for Cost-Effective Energy Metering System in Commercial Buildings",0,"2014.ict4s.org","","","http://scholar.google.com/scholar?q=related:iF1jPrtHjYMJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",471,2015-03-25,"PDF"
0,"O Kramer","Summary and Outlook",2013,"Dimensionality Reduction with Unsupervised Nearest ","Springer","http://link.springer.com/chapter/10.1007/978-3-642-38652-7_8","",472,2015-03-25,""
